"MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","Id"
"0","3",85,10130,"1","1","3","3","4","0",21,"2","2","0","2","8","5",2007,2007,"1","0","12",13,"3",260,"3","2","2","3","3","3","2",1294,"6",0,408,1702,"1","4","1","4",1702,0,0,1702,"1","0","2","0","3","1","2","7","6","1","4","1",2007,"2","3",844,"3","3","2",0,69,0,0,0,"0","0","4","1",0,"3","2009","8","4",1704
"0","3",76,9139,"1","1","0","3","4","0",21,"2","2","0","2","8","5",2006,2006,"3","0","12",13,"3",206,"3","2","2","4","3","3","2",379,"6",0,1043,1422,"1","4","1","4",1432,0,0,1432,"0","0","2","0","3","1","2","7","6","1","4","1",2006,"0","2",492,"3","3","2",297,50,0,0,0,"0","0","4","1",0,"9","2009","8","4",1705
"0","3",85,11128,"1","1","3","3","0","0",21,"4","4","0","2","9","5",2005,2006,"3","0","12",13,"3",198,"4","2","2","4","3","4","2",2158,"6",0,300,2458,"1","4","1","4",2490,0,0,2490,"1","0","2","0","2","1","3","9","6","2","4","1",2005,"0","3",795,"3","3","2",70,226,0,0,0,"0","0","0","1",0,"10","2009","8","4",1706
"0","1",90,7993,"1","1","0","3","4","0",21,"2","2","0","2","7","5",2008,2009,"1","0","12",13,"2",0,"3","2","2","4","3","1","6",0,"6",0,1436,1436,"1","4","1","4",1436,0,0,1436,"0","0","2","0","3","1","2","6","6","0","0","1",2008,"0","2",529,"3","3","2",0,121,0,0,0,"0","0","4","1",0,"10","2009","6","5",1707
"0","1",72,8640,"1","1","3","3","4","0",21,"2","2","0","2","7","5",2008,2008,"3","0","12",13,"2",0,"3","2","2","3","3","1","6",0,"6",0,1402,1402,"1","4","1","4",1402,0,0,1402,"0","0","2","0","3","1","2","7","6","0","0","1",2008,"2","2",625,"3","3","2",205,126,0,0,0,"0","0","4","1",0,"5","2009","8","4",1708
"0","1",112,12606,"1","1","0","3","4","0",21,"2","2","0","2","9","5",2007,2008,"1","0","12",13,"3",120,"3","2","2","3","3","3","6",0,"6",0,1530,1530,"1","4","1","4",1530,0,0,1530,"0","0","2","0","3","1","2","7","6","1","4","1",2008,"2","3",984,"3","3","2",212,136,0,0,0,"0","0","4","1",0,"5","2009","8","4",1709
"0","1",75,7500,"1","1","3","3","4","0",21,"2","2","0","2","8","5",2006,2007,"1","0","12",13,"3",238,"3","2","2","3","3","1","2",24,"6",0,1348,1372,"1","4","1","4",1448,0,0,1448,"0","0","2","0","2","1","2","6","6","1","4","1",2006,"2","2",692,"3","3","2",0,140,0,0,0,"0","0","4","1",0,"6","2009","8","4",1710
"5","1",84,10603,"1","1","3","3","4","0",21,"2","2","0","5","8","5",2006,2006,"3","0","12",13,"3",121,"3","2","2","4","4","1","2",682,"6",0,218,900,"1","4","1","4",909,886,0,1795,"1","0","2","1","3","1","2","8","6","1","4","1",2006,"0","3",782,"3","3","2",168,45,0,0,0,"0","0","4","1",0,"7","2009","8","4",1711
"0","1",65,8125,"1","1","3","3","0","0",21,"2","2","0","2","8","5",2008,2009,"3","0","12",13,"1",288,"3","2","2","3","3","1","6",0,"6",0,1836,1836,"1","4","1","4",1836,0,0,1836,"0","0","2","0","3","1","2","8","6","1","4","1",2009,"0","2",517,"3","3","2",0,175,0,0,0,"0","0","4","1",0,"10","2009","6","5",1712
"0","1",85,10625,"1","1","3","3","4","0",21,"2","2","0","2","7","5",2006,2007,"1","0","12",13,"2",0,"3","2","2","3","3","1","2",1430,"6",0,222,1652,"1","4","1","4",1662,0,0,1662,"1","0","2","0","3","1","3","8","6","1","4","1",2006,"2","3",711,"3","3","2",168,120,0,0,0,"0","0","4","1",0,"3","2009","8","4",1713
"0","1",68,8736,"1","1","0","3","4","0",21,"2","2","0","2","7","5",2003,2004,"1","0","12",15,"2",0,"3","2","2","3","3","1","2",771,"0",360,422,1553,"1","4","1","4",1553,0,0,1553,"1","0","2","0","3","1","2","6","6","0","0","1",2003,"2","2",588,"3","3","2",192,88,0,0,0,"0","0","4","1",0,"8","2009","8","4",1714
"5","1",65,8127,"1","1","0","3","4","0",21,"2","2","0","5","7","5",2003,2003,"1","0","12",13,"2",0,"3","2","2","3","3","1","2",410,"6",0,402,812,"1","4","1","4",812,841,0,1653,"1","0","2","1","3","1","2","6","6","0","0","1",2003,"2","2",628,"3","3","2",0,45,0,0,0,"0","0","4","1",0,"3","2009","8","4",1715
"0","3",80,9605,"1","1","3","3","0","0",20,"2","2","0","2","7","6",2007,2007,"1","0","12",13,"2",0,"3","2","2","3","3","1","6",0,"6",0,1218,1218,"1","4","1","4",1218,0,0,1218,"0","0","1","1","3","1","2","6","6","0","0","5",2007,"2","2",576,"3","3","2",0,178,0,0,0,"0","0","4","1",0,"4","2009","8","4",1716
"0","3",63,7500,"1","1","3","3","4","0",20,"2","2","0","2","7","5",2006,2006,"1","0","12",13,"2",0,"3","2","2","3","4","1","2",54,"6",0,1087,1141,"1","4","1","4",1141,0,0,1141,"1","0","1","1","3","1","2","6","6","0","0","5",2006,"2","2",484,"3","3","2",182,0,0,0,0,"0","0","4","1",0,"6","2009","8","4",1717
"0","3",63,7500,"1","1","3","3","4","0",20,"2","2","0","2","6","5",2004,2004,"1","0","12",13,"2",0,"2","2","2","3","3","1","6",0,"6",0,1158,1158,"1","4","1","4",1158,0,0,1158,"0","0","1","1","3","1","2","5","6","0","0","6",0,"1","0",0,"0","0","2",0,50,0,0,0,"0","0","4","1",0,"8","2009","8","4",1718
"5","3",96,10628,"1","1","0","3","0","0",20,"2","2","0","5","7","5",2004,2004,"1","0","12",13,"2",0,"3","2","2","3","3","4","6",0,"6",0,835,835,"1","4","1","4",871,941,0,1812,"0","0","2","1","3","1","2","8","6","0","0","3",2004,"2","2",478,"3","3","2",146,91,0,0,0,"0","0","4","1",0,"1","2009","8","4",1719
"0","3",76,10141,"1","1","0","3","4","0",20,"2","2","0","2","8","5",2004,2004,"1","4","12",13,"1",264,"3","2","2","3","3","4","1",516,"5",774,222,1512,"1","4","1","4",1512,0,0,1512,"0","0","2","0","3","1","2","6","6","0","0","1",2004,"2","3",845,"3","3","2",210,36,0,0,0,"0","0","4","1",0,"1","2009","8","4",1720
"0","3",63,13072,"1","1","3","3","4","0",20,"5","2","0","2","7","5",2004,2005,"1","0","12",13,"2",0,"3","2","2","3","3","1","6",0,"6",0,1114,1114,"1","4","1","4",1114,0,0,1114,"0","0","1","1","3","1","2","6","6","0","0","5",2005,"3","2",576,"3","3","2",248,102,0,0,0,"0","0","4","1",0,"5","2009","8","4",1721
"0","3",63,13072,"1","1","3","3","4","0",20,"5","2","0","2","5","5",2004,2004,"1","0","12",13,"2",0,"2","2","2","3","3","1","6",0,"6",0,1114,1114,"1","4","1","4",1114,0,0,1114,"0","0","1","1","3","1","2","6","6","0","0","6",0,"1","0",0,"0","0","2",0,39,0,0,0,"0","0","4","1",0,"8","2009","8","4",1722
"0","3",60,12450,"1","1","3","3","4","0",20,"5","2","0","2","5","5",2003,2004,"1","0","12",13,"2",0,"2","2","2","3","3","1","2",836,"6",0,278,1114,"1","4","1","4",1114,0,0,1114,"1","0","2","0","3","1","2","6","6","0","0","5",2004,"3","2",576,"3","3","2",0,42,0,0,0,"0","0","4","1",0,"6","2009","8","4",1723
"0","3",61,7328,"1","1","3","3","4","0",20,"2","2","0","2","7","5",2008,2009,"1","0","12",13,"1",140,"3","2","2","3","3","1","6",0,"6",0,1450,1450,"1","4","1","4",1450,0,0,1450,"0","0","2","0","2","1","2","6","6","0","0","1",2008,"2","3",788,"3","3","2",0,93,0,0,0,"0","0","4","1",0,"2","2009","6","5",1724
"5","3",43,11492,"1","1","0","3","1","0",20,"2","2","0","5","7","5",1996,1997,"1","0","12",13,"1",132,"3","2","2","3","3","1","2",637,"6",0,276,913,"1","4","1","4",913,1209,0,2122,"1","0","2","1","4","1","2","8","6","1","3","1",1997,"2","2",559,"3","3","2",0,74,0,0,0,"0","0","4","1",0,"4","2009","8","4",1725
"5","3",70,7703,"1","1","3","3","4","0",20,"2","2","0","5","6","6",1992,1992,"1","0","6",6,"2",0,"3","3","2","3","4","1","2",52,"5",364,400,816,"1","4","1","4",833,897,0,1730,"0","0","2","1","3","1","2","6","6","0","0","1",1992,"2","2",528,"3","3","2",0,91,0,0,168,"0","0","4","1",0,"11","2009","8","4",1726
"11","3",50,7175,"1","1","3","3","4","0",20,"2","2","4","2","6","5",1990,1991,"1","0","9",7,"2",0,"3","2","2","3","3","1","6",0,"6",0,1332,1332,"1","3","1","4",1332,0,0,1332,"0","0","2","0","2","1","2","5","6","0","0","1",1990,"2","2",542,"3","3","2",0,60,0,0,0,"0","0","4","1",0,"2","2009","8","4",1727
"5","3",70,9109,"1","1","3","3","4","0",20,"5","2","0","5","7","5",1994,1994,"1","0","12",13,"2",0,"3","2","2","3","3","1","3",36,"2",596,122,754,"1","4","1","4",754,786,0,1540,"1","0","2","1","3","1","2","6","6","0","0","1",1994,"2","2",495,"3","3","2",140,32,0,0,0,"0","0","4","1",0,"10","2009","8","4",1728
"5","3",57,10274,"1","1","0","3","1","0",20,"2","2","0","5","6","7",1986,1986,"1","0","12",13,"1",141,"2","3","1","3","3","1","5",331,"6",0,345,676,"1","2","1","4",698,702,0,1400,"0","0","2","1","3","1","1","6","6","0","0","1",1986,"2","2",465,"3","3","2",0,48,0,0,0,"0","0","4","1",0,"7","2009","8","4",1729
"10","3",75,8250,"1","1","3","3","4","0",20,"2","2","2","5","6","7",1981,1981,"1","0","13",15,"2",0,"2","2","3","0","0","0","4",0,"4",0,0,0,"1","2","1","4",964,918,0,1882,"0","0","2","0","4","2","1","8","6","2","3","1",1981,"3","2",612,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"5","2009","8","4",1730
"0","3",63,9750,"1","1","0","3","4","0",19,"2","2","0","2","5","5",1962,1962,"3","0","6",10,"2",0,"2","2","1","2","3","1","3",68,"1",884,28,980,"1","3","1","4",980,0,0,980,"1","0","1","0","3","1","1","5","6","0","0","5",1969,"3","2",400,"3","3","2",0,28,0,0,0,"0","0","2","1",0,"11","2009","8","4",1731
"0","3",80,8499,"1","1","0","3","0","0",19,"1","2","0","2","5","6",1961,1961,"1","0","8",8,"2",0,"2","2","1","2","3","1","2",660,"6",0,204,864,"1","4","1","4",864,0,0,864,"1","0","1","0","3","1","1","5","6","0","0","5",1982,"3","2",732,"3","3","2",0,312,0,0,0,"0","0","4","1",0,"6","2009","8","4",1732
"0","3",70,9079,"1","1","0","3","4","0",19,"2","2","0","2","5","5",1961,1961,"1","0","13",10,"2",0,"2","2","1","2","3","1","1",864,"6",0,0,864,"1","2","1","4",864,0,0,864,"0","0","1","0","2","1","1","5","6","0","0","1",1961,"3","1",440,"3","3","2",158,0,0,0,0,"0","0","4","1",0,"7","2009","8","4",1733
"0","3",80,9316,"1","1","0","3","4","0",19,"2","2","0","2","5","5",1965,1965,"1","0","6",10,"2",0,"2","2","1","2","3","1","5",544,"6",0,480,1024,"1","3","1","4",1020,0,0,1020,"0","0","2","0","3","1","1","5","6","0","0","1",1965,"3","1",288,"3","3","2",171,0,0,0,0,"0","0","2","1",0,"5","2009","7","3",1734
"0","3",60,7791,"1","1","0","3","4","0",19,"5","2","0","2","5","8",1963,1995,"1","0","9",10,"2",0,"3","3","1","2","3","1","0",624,"6",0,288,912,"1","4","1","4",912,0,0,912,"1","0","1","0","3","1","2","6","6","0","0","1",1963,"2","1",300,"3","3","2",0,0,0,0,0,"0","0","1","1",0,"10","2009","8","4",1735
"0","3",65,7150,"1","1","3","3","4","0",19,"1","2","0","2","5","6",1962,1962,"1","0","12",13,"1",60,"2","2","1","2","3","1","3",140,"1",590,182,912,"1","3","1","4",912,0,0,912,"0","1","1","0","3","1","1","6","6","0","0","1",1962,"3","1",252,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"10","2009","8","4",1736
"0","3",60,15676,"1","1","0","2","4","0",24,"2","2","0","2","8","8",1980,1980,"1","0","12",13,"1",115,"3","3","1","3","4","4","0",1733,"5",92,189,2014,"1","3","1","4",2014,0,0,2014,"1","0","2","0","2","1","2","6","0","2","4","1",1980,"2","3",864,"3","3","2",462,0,0,255,0,"0","0","2","1",0,"4","2009","8","4",1737
"5","3",65,11949,"1","1","3","3","4","0",15,"2","2","0","5","7","8",1991,2008,"1","0","12",13,"1",196,"3","3","2","3","3","1","2",601,"0",216,158,975,"1","4","1","4",975,780,0,1755,"0","1","2","1","3","1","2","7","6","1","3","1",1991,"3","2",524,"3","3","2",502,60,0,0,0,"0","0","0","1",0,"7","2009","8","4",1738
"13","1",32,2880,"1","2","3","3","4","0",21,"2","2","3","5","7","5",2004,2005,"1","0","8",8,"2",0,"3","2","2","3","3","1","6",0,"6",0,1376,1376,"1","4","1","4",1376,1629,0,3005,"0","0","2","1","3","1","2","9","4","1","3","3",2004,"0","3",704,"3","3","2",0,177,0,0,0,"0","0","4","1",0,"7","2009","8","4",1739
"11","1",50,3830,"1","2","0","3","4","0",21,"2","2","4","2","6","5",2008,2008,"1","0","12",13,"3",280,"3","2","2","3","3","1","6",0,"6",0,1726,1726,"1","4","1","4",1726,0,0,1726,"0","0","2","1","2","1","2","6","6","1","4","1",2008,"0","2",561,"3","3","2",0,254,0,0,0,"0","0","4","1",0,"1","2009","6","5",1740
"11","1",42,4217,"1","2","0","3","4","0",21,"2","2","4","2","6","5",2008,2008,"1","0","12",13,"3",252,"3","2","2","3","3","1","2",962,"6",0,183,1145,"1","4","1","4",1256,0,0,1256,"1","0","1","1","1","1","2","5","6","1","4","1",2008,"0","2",641,"3","3","2",0,169,0,0,0,"0","0","4","1",0,"3","2009","8","4",1741
"13","1",34,2998,"1","1","3","3","4","0",21,"2","2","4","5","6","5",2000,2000,"1","0","8",8,"1",513,"3","2","2","3","3","1","2",507,"6",0,249,756,"1","4","1","4",756,756,0,1512,"1","0","2","1","2","1","2","4","6","0","0","5",2000,"3","2",440,"3","3","2",0,32,0,0,0,"0","0","4","1",0,"8","2009","8","4",1742
"13","1",35,3768,"1","1","3","3","2","0",21,"2","2","4","5","7","5",1999,1999,"3","0","8",8,"1",218,"3","2","2","3","3","1","2",549,"6",0,142,691,"1","4","1","4",713,739,0,1452,"1","0","2","1","3","1","2","6","6","0","0","5",1999,"3","2",506,"3","3","2",0,34,0,0,0,"0","0","4","1",0,"9","2009","8","4",1743
"0","3",77,14694,"1","1","0","3","4","0",24,"2","2","0","2","8","9",1977,2008,"1","0","8",8,"1",450,"4","4","1","3","4","4","2",1252,"0",136,306,1694,"1","4","1","4",1694,0,0,1694,"1","0","2","0","2","1","3","5","6","1","4","1",1977,"0","2",642,"3","3","2",501,120,0,225,0,"0","0","4","1",0,"6","2009","8","4",1744
"0","3",110,15417,"1","1","3","3","4","0",24,"2","2","0","2","7","5",1981,1981,"1","0","3",3,"2",0,"3","2","1","3","3","2","3",121,"6",0,1619,1740,"1","2","1","4",1740,0,0,1740,"0","0","1","1","2","1","2","7","6","0","0","1",1981,"2","2",540,"3","3","2",228,20,218,0,0,"0","0","4","1",0,"6","2009","8","4",1745
"8","3",80,9600,"1","1","3","2","2","1",24,"1","2","0","7","8","5",1976,1976,"1","0","9",10,"1",200,"3","3","1","2","3","1","6",0,"6",0,392,392,"1","4","1","4",1487,1012,0,2499,"0","0","2","1","4","1","1","5","6","1","4","1",1976,"3","2",527,"3","3","2",0,64,0,0,0,"0","0","4","1",0,"1","2009","8","0",1746
"5","3",90,12732,"1","1","0","3","1","0",14,"4","2","0","5","7","6",1974,1974,"1","0","12",13,"2",0,"2","2","1","2","3","2","2",560,"3",42,150,752,"1","2","1","4",1285,782,0,2067,"0","0","2","1","3","1","2","7","6","2","3","1",1974,"2","2",784,"3","3","2",297,40,0,0,0,"0","0","4","1",0,"6","2009","8","4",1747
"5","3",80,10400,"1","1","3","3","4","0",14,"3","2","0","5","6","7",1967,1997,"1","0","8",8,"1",256,"2","2","2","2","3","1","6",0,"6",0,932,932,"1","3","1","4",1271,1369,0,2640,"0","0","2","1","5","1","2","8","6","1","3","1",1967,"2","2",515,"3","3","2",0,120,0,0,168,"0","0","4","1",0,"5","2009","8","4",1748
"0","3",80,9600,"1","1","3","3","4","0",14,"1","2","0","2","5","5",1969,1969,"1","0","6",6,"1",128,"2","2","1","3","3","2","0",553,"5",147,588,1288,"1","2","1","4",1336,0,0,1336,"0","1","2","0","3","1","1","6","6","1","2","1",1969,"2","2",502,"3","3","2",312,11,0,0,0,"0","0","4","3",650,"8","2009","8","4",1749
"0","3",75,9000,"1","1","3","3","4","0",14,"1","2","0","2","6","5",1969,1969,"1","0","6",6,"1",200,"2","2","1","2","3","3","1",955,"6",0,261,1216,"1","2","1","4",1216,0,0,1216,"1","0","1","0","3","1","1","5","6","0","0","1",1969,"3","1",336,"3","3","2",0,0,0,0,0,"0","0","2","1",0,"8","2009","8","0",1750
"5","3",80,13774,"1","1","0","3","4","0",14,"2","2","0","5","7","7",1977,1992,"3","0","6",6,"1",283,"2","3","2","3","3","1","2",432,"6",0,476,908,"1","4","1","4",1316,972,0,2288,"0","0","1","2","4","1","2","8","6","2","3","1",1977,"2","2",520,"3","3","2",321,72,0,0,156,"0","0","4","1",0,"11","2009","8","4",1751
"0","3",62,7130,"1","1","3","3","4","0",12,"2","2","0","2","5","6",1967,1967,"1","0","6",6,"2",0,"2","2","2","2","3","1","1",648,"6",0,216,864,"1","2","1","4",864,0,0,864,"0","1","1","0","2","1","1","5","6","0","0","1",1967,"0","1",312,"3","3","2",0,0,0,0,0,"0","0","0","1",0,"6","2009","8","4",1752
"0","3",80,9600,"1","1","3","3","4","0",12,"2","2","0","2","5","5",1967,1967,"3","0","6",6,"2",0,"2","2","1","2","3","1","6",0,"6",0,1568,1568,"1","2","1","4",1568,0,0,1568,"0","0","1","1","3","1","1","7","6","0","0","1",1967,"3","2",440,"3","3","2",160,40,0,0,0,"0","0","4","1",0,"3","2009","0","4",1753
"5","3",80,9600,"1","1","3","3","4","0",14,"2","2","0","5","7","5",1974,1974,"1","0","9",10,"1",252,"2","2","1","2","3","1","0",698,"6",0,467,1165,"1","3","1","4",1165,896,0,2061,"0","1","2","1","4","1","1","8","6","1","3","1",1974,"2","2",498,"3","3","2",0,77,0,0,196,"0","0","4","1",0,"5","2009","0","0",1754
"9","3",98,16500,"1","1","3","3","4","0",14,"2","2","0","6","6","5",1971,1971,"3","0","6",6,"1",509,"2","2","1","3","3","3","2",962,"6",0,270,1232,"1","1","1","4",1320,0,0,1320,"0","1","2","0","3","1","1","5","6","1","4","1",1971,"2","2",495,"3","3","2",0,20,0,0,0,"0","0","4","1",0,"5","2009","8","4",1755
"0","3",60,7436,"1","1","3","3","4","0",12,"2","2","0","2","4","7",1960,1960,"1","0","12",13,"2",0,"2","2","1","2","3","1","0",734,"6",0,160,894,"1","3","1","4",894,0,0,894,"1","0","1","0","2","1","1","5","6","1","1","5",1988,"3","2",396,"3","3","2",0,0,0,360,0,"0","0","1","1",0,"8","2009","8","4",1756
"0","3",65,8125,"1","1","3","3","4","0",12,"2","2","0","2","5","7",1959,1959,"3","0","8",8,"2",0,"2","2","1","2","3","1","1",403,"6",0,461,864,"1","4","1","4",864,0,0,864,"0","0","1","0","3","1","1","5","6","0","0","5",1960,"3","1",308,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"9","2009","8","4",1757
"0","3",86,9450,"1","1","0","3","0","0",12,"2","2","0","2","4","5",1957,1957,"1","0","13",14,"1",160,"2","2","1","2","3","1","1",775,"6",0,265,1040,"1","2","1","4",1362,0,0,1362,"1","0","1","0","3","1","1","6","6","1","4","1",1982,"2","3",768,"3","3","2",0,0,84,0,0,"0","0","2","1",0,"5","2009","8","4",1758
"0","3",70,13495,"1","1","0","3","0","0",12,"2","2","0","2","5","6",1956,1956,"1","0","13",14,"1",70,"2","3","1","2","3","1","1",625,"3",201,222,1048,"1","1","1","4",1728,0,0,1728,"1","0","2","0","3","1","1","7","2","1","4","5",1956,"3","2",576,"3","3","2",0,99,0,0,0,"0","0","4","1",0,"7","2009","8","4",1759
"0","3",85,9350,"1","1","3","3","4","0",12,"2","2","0","2","5","6",1961,1995,"1","0","13",14,"1",217,"2","2","1","2","3","1","0",310,"1",512,491,1313,"1","2","1","4",1313,0,0,1313,"1","0","1","1","3","1","2","6","6","1","3","1",1961,"2","2",610,"3","3","2",172,28,0,0,121,"0","0","2","1",0,"2","2009","8","4",1760
"0","3",115,10500,"1","1","0","3","4","0",12,"2","2","0","2","5","5",1964,1964,"1","0","6",6,"3",144,"2","3","1","2","3","1","3",998,"6",0,294,1292,"1","2","1","4",1292,0,0,1292,"1","0","1","1","3","1","1","6","6","2","4","5",1964,"3","2",520,"3","3","2",0,32,0,0,92,"0","0","4","1",0,"7","2009","0","0",1761
"5","3",80,8970,"1","1","0","3","0","0",12,"2","2","0","5","5","6",1965,1965,"1","0","8",8,"2",0,"2","3","1","2","3","1","0",388,"6",0,356,744,"1","2","1","4",825,1315,0,2140,"0","0","2","1","4","1","1","7","6","1","3","1",1965,"0","2",549,"3","3","2",0,40,264,0,0,"0","0","2","1",0,"6","2009","8","4",1762
"8","3",85,11475,"1","1","3","3","0","0",12,"2","2","0","7","6","6",1961,1961,"3","0","6",6,"1",90,"2","2","1","2","3","4","0",568,"6",0,640,1208,"1","4","1","4",1576,0,0,1576,"1","0","1","0","4","1","2","7","6","1","1","3",1961,"0","2",368,"3","3","2",85,0,0,0,0,"0","0","4","1",0,"9","2009","8","4",1763
"0","3",68,9768,"1","1","3","3","4","0",12,"2","2","0","2","5","5",1955,1955,"1","0","13",14,"2",0,"2","2","1","2","3","1","5",100,"0",247,613,960,"1","3","1","4",960,0,0,960,"1","0","1","0","2","1","1","5","6","0","0","1",1955,"2","1",330,"3","3","2",0,70,0,0,0,"0","0","2","1",0,"2","2009","8","4",1764
"0","3",90,9900,"1","1","3","3","4","0",12,"1","2","0","2","6","5",1967,1967,"1","0","2",2,"2",0,"3","2","1","2","3","1","5",1173,"6",0,507,1680,"1","2","1","4",1691,0,0,1691,"1","0","1","0","2","1","1","5","6","0","0","1",1967,"3","2",550,"4","3","2",0,67,260,0,0,"0","0","2","1",0,"4","2009","8","4",1765
"0","3",92,10573,"1","1","0","3","0","0",12,"2","2","0","2","6","6",1961,1961,"3","0","8",8,"1",3,"2","2","1","2","3","1","5",1312,"6",0,141,1453,"1","4","1","4",1453,0,0,1453,"1","0","2","0","3","1","1","6","6","1","3","1",1961,"2","2",530,"3","3","2",0,49,0,0,288,"0","0","0","1",0,"4","2009","8","4",1766
"0","3",80,14695,"1","1","0","3","4","0",12,"2","2","0","2","6","8",1966,2008,"1","0","8",8,"1",210,"2","3","1","2","3","1","0",1387,"6",0,175,1562,"1","3","1","4",1567,0,0,1567,"1","0","2","0","2","1","2","5","6","2","4","1",1966,"3","2",542,"3","3","2",0,110,0,0,342,"0","0","1","1",0,"7","2009","8","4",1767
"0","3",73,8760,"1","1","3","3","4","0",12,"2","2","0","2","5","7",1956,1956,"1","0","13",14,"1",164,"3","2","1","2","3","1","0",856,"6",0,313,1169,"1","2","1","4",1144,0,0,1144,"1","0","1","0","3","1","1","6","6","0","0","1",1956,"2","1",286,"3","3","2",257,0,0,0,0,"0","0","4","1",0,"6","2009","8","4",1768
"0","3",70,12285,"1","1","0","3","4","0",12,"2","2","0","2","7","6",1960,1960,"1","0","9",10,"1",128,"2","2","1","2","3","1","1",544,"6",0,785,1329,"1","3","1","4",1329,0,0,1329,"0","0","1","1","3","1","1","5","6","2","4","1",1960,"3","2",441,"3","3","2",0,0,203,0,0,"0","0","4","1",0,"8","2009","8","4",1769
"0","3",66,9240,"1","1","0","3","4","0",12,"2","2","0","2","6","8",1959,1998,"3","0","8",8,"2",0,"3","2","1","2","3","1","0",708,"6",0,280,988,"1","2","1","4",988,0,0,988,"1","0","2","0","3","1","2","6","6","0","0","1",1959,"3","1",297,"3","3","2",156,0,0,0,0,"0","0","4","1",0,"6","2009","8","4",1770
"0","3",70,8750,"1","1","3","3","4","0",12,"2","2","0","2","5","5",1956,1956,"1","0","3",3,"2",0,"2","2","1","2","3","1","5",435,"1",202,565,1202,"1","2","1","4",1202,0,0,1202,"0","1","1","0","3","1","1","6","6","0","0","1",1956,"2","1",304,"3","3","2",0,35,120,0,0,"0","0","1","1",0,"11","2009","0","0",1771
"0","3",70,8750,"1","1","3","3","4","0",12,"2","2","0","2","5","5",1955,1955,"1","0","0",0,"2",0,"2","2","1","2","3","1","5",172,"3",483,727,1382,"1","3","1","0",1382,0,0,1382,"0","1","1","0","3","1","2","6","6","0","0","1",1955,"3","1",350,"3","3","2",280,0,0,0,0,"0","0","1","1",0,"7","2009","8","4",1772
"0","3",80,10400,"1","1","3","3","0","0",12,"2","2","0","2","4","5",1956,1956,"1","0","9",10,"2",0,"2","2","1","2","3","1","5",155,"3",750,295,1200,"1","2","1","4",1200,0,0,1200,"1","0","1","0","3","1","1","6","6","2","4","1",1956,"3","1",294,"3","3","2",0,189,140,0,0,"0","0","4","1",0,"11","2009","8","3",1773
"10","3",76,9482,"1","1","3","3","4","0",12,"2","2","2","2","5","4",1958,1958,"3","0","13",14,"1",657,"2","2","2","2","3","1","6",0,"6",0,1866,1866,"1","4","1","4",1866,0,0,1866,"0","0","2","0","4","2","1","8","6","0","0","5",1958,"3","2",495,"3","2","2",0,0,0,0,0,"0","0","4","1",0,"12","2009","8","4",1774
"0","3",53,8128,"1","1","0","3","1","0",12,"2","2","0","2","6","7",1954,1954,"3","0","8",8,"1",80,"2","2","1","2","3","1","0",490,"6",0,572,1062,"1","3","1","4",1062,0,0,1062,"1","0","1","0","3","1","1","6","6","0","0","1",1954,"3","1",297,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"2","2009","8","4",1775
"0","3",67,13070,"1","1","3","3","0","0",12,"2","2","0","2","5","5",1951,1951,"3","0","8",8,"2",0,"2","2","1","2","3","1","5",308,"6",0,323,631,"1","2","1","0",1112,0,0,1112,"0","0","1","0","2","1","1","5","6","0","0","2",1951,"3","2",480,"3","3","2",0,0,0,0,255,"0","0","4","1",0,"10","2009","8","4",1776
"1","3",80,8480,"1","1","3","3","0","0",12,"2","2","0","2","5","6",1945,1950,"1","0","8",8,"2",0,"2","3","1","2","3","1","1",700,"6",0,93,793,"1","2","1","4",793,0,0,793,"1","0","1","0","2","1","0","4","6","0","0","5",1945,"3","1",240,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"8","2009","8","4",1777
