Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1377,1,3,52.0,6292,1,1,3,0,4,0,18,2,2,0,2,6,5,1930,1950,1,0,13,14,2,0.0,2,2,0,3,3,2,5,384.0,6,0.0,384.0,768.0,1,2,0,4,790,0,0,790,0.0,0.0,1,0,2,1,1.0,4,6,0,0,5,1925.0,3,1.0,160.0,2,3,2,0,141,0,0,0,0,0,4,1,0,4,2008,8,4
1378,4,3,60.0,10998,1,0,3,3,4,0,7,2,2,0,0,5,5,1941,1960,1,0,13,14,2,0.0,2,2,1,2,3,1,3,408.0,1,420.0,156.0,984.0,1,4,1,4,984,620,0,1604,0.0,0.0,2,0,3,1,1.0,6,3,0,0,5,1977.0,3,2.0,660.0,3,3,2,0,68,0,0,0,0,0,4,1,0,7,2009,8,4
1379,13,4,21.0,1953,1,1,3,3,4,0,2,2,2,3,5,6,5,1973,1973,1,0,6,6,1,408.0,2,2,1,2,2,1,1,309.0,6,0.0,174.0,483.0,1,2,1,4,483,504,0,987,0.0,0.0,1,1,2,1,1.0,5,6,0,0,5,1973.0,3,1.0,264.0,3,3,2,72,0,0,0,0,0,0,4,1,0,6,2006,8,4
1380,8,3,73.0,9735,1,1,3,3,4,0,23,2,2,0,7,5,5,2006,2007,1,0,12,13,2,0.0,2,2,2,3,3,1,6,0.0,6,0.0,384.0,384.0,1,3,1,,754,640,0,1394,0.0,0.0,2,1,3,1,2.0,7,6,0,0,3,2007.0,0,2.0,400.0,3,3,2,100,0,0,0,0,0,0,4,1,0,5,2008,8,4
1381,1,3,45.0,8212,1,0,3,3,4,0,7,2,2,0,2,3,3,1914,1950,1,0,11,12,2,0.0,2,1,0,2,2,1,5,203.0,6,0.0,661.0,864.0,1,2,0,1,864,0,0,864,1.0,0.0,1,0,2,1,1.0,5,6,0,0,5,1938.0,3,1.0,200.0,3,2,2,0,0,96,0,0,0,0,4,1,0,6,2010,8,4
1382,0,3,,12925,1,1,0,3,0,0,12,2,2,0,2,6,7,1970,1970,1,0,3,10,2,0.0,2,2,1,2,3,2,1,865.0,6,0.0,340.0,1205.0,1,4,1,4,2117,0,0,2117,0.0,0.0,2,1,4,1,1.0,7,6,2,4,1,1970.0,0,2.0,550.0,3,3,2,0,42,0,0,0,0,0,4,1,0,5,2008,8,4
1383,6,4,60.0,7200,1,1,3,3,0,0,17,2,2,0,5,7,7,1920,1950,3,0,13,14,2,0.0,2,2,0,1,3,1,6,0.0,6,0.0,596.0,596.0,1,4,1,4,998,764,0,1762,1.0,0.0,1,1,4,1,2.0,8,6,0,0,5,1989.0,3,2.0,576.0,3,3,0,36,0,221,0,0,0,0,4,1,0,10,2006,8,4
1384,1,3,,25339,1,1,3,3,4,0,19,2,2,0,2,5,7,1918,2007,1,0,13,14,2,0.0,2,3,0,2,3,1,6,0.0,6,0.0,816.0,816.0,1,4,1,4,1416,0,0,1416,0.0,0.0,2,0,3,1,2.0,7,6,0,0,1,2007.0,3,2.0,576.0,3,3,0,0,0,112,0,0,0,0,4,1,0,8,2007,8,4
1385,4,3,60.0,9060,1,1,3,3,4,0,7,2,2,0,0,6,5,1939,1950,1,0,14,15,2,0.0,2,2,0,2,3,2,5,204.0,6,0.0,356.0,560.0,1,2,1,4,698,560,0,1258,0.0,0.0,1,0,2,1,1.0,6,6,0,0,5,1939.0,3,1.0,280.0,3,3,1,0,0,0,0,0,0,0,2,1,0,10,2009,8,4
1386,4,4,40.0,5436,1,1,3,3,4,0,9,2,2,0,0,4,8,1922,2007,1,0,12,13,2,0.0,2,3,0,2,3,1,1,735.0,6,0.0,61.0,796.0,1,3,1,4,796,358,0,1154,1.0,0.0,1,0,3,1,2.0,7,6,0,0,5,1922.0,3,1.0,240.0,3,3,0,0,96,0,0,0,0,0,2,1,0,5,2010,8,4
1387,5,3,80.0,16692,1,1,0,3,4,0,14,6,2,0,5,7,5,1978,1978,1,0,9,10,1,184.0,2,2,1,3,3,1,1,790.0,3,469.0,133.0,1392.0,1,2,1,4,1392,1392,0,2784,1.0,0.0,3,1,5,1,2.0,12,6,2,3,1,1978.0,2,2.0,564.0,3,3,2,0,112,0,0,440,519,1,2,4,2000,7,2006,8,4
1388,4,4,60.0,8520,1,0,3,3,4,0,17,0,2,0,0,6,7,1916,1950,1,0,11,12,2,0.0,2,3,0,2,3,1,5,168.0,3,546.0,0.0,714.0,2,2,0,4,1664,862,0,2526,0.0,0.0,2,0,5,1,2.0,10,6,1,4,5,1916.0,3,1.0,216.0,3,3,2,88,15,0,0,0,0,0,1,1,0,8,2007,1,3
1389,0,3,42.0,14892,1,1,0,1,1,0,8,2,2,0,2,9,5,2006,2007,1,0,12,13,3,160.0,4,2,2,4,3,4,2,1320.0,6,0.0,426.0,1746.0,1,4,1,4,1746,0,0,1746,1.0,0.0,2,0,3,1,3.0,7,6,2,4,1,2006.0,0,3.0,758.0,3,3,2,201,39,0,0,0,0,0,4,1,0,10,2009,8,4
1390,4,4,60.0,6000,1,1,3,3,4,0,3,2,2,0,0,6,6,1941,1950,1,0,13,14,2,0.0,2,3,0,2,4,1,0,375.0,6,0.0,360.0,735.0,1,4,1,4,869,349,0,1218,0.0,1.0,1,0,3,1,1.0,6,6,1,4,5,2003.0,3,2.0,440.0,3,3,2,0,0,0,0,0,0,0,4,1,0,3,2007,8,4
1391,0,3,70.0,9100,1,1,3,3,4,0,5,2,2,0,2,7,5,2000,2000,1,0,12,13,1,244.0,3,2,2,3,3,3,2,1400.0,6,0.0,125.0,1525.0,1,4,1,4,1525,0,0,1525,1.0,0.0,2,0,3,1,2.0,6,6,0,0,1,2000.0,2,2.0,541.0,3,3,2,219,36,0,0,0,0,0,4,1,0,9,2006,8,4
1392,10,3,65.0,8944,1,1,3,3,4,0,12,2,2,2,2,5,5,1967,1967,1,0,9,10,2,0.0,2,2,1,2,3,1,6,0.0,6,0.0,1584.0,1584.0,1,2,1,4,1584,0,0,1584,0.0,0.0,2,0,4,2,1.0,8,4,0,0,5,1967.0,3,3.0,792.0,3,3,2,0,152,0,0,0,0,0,4,1,0,4,2009,8,4
1393,9,3,68.0,7838,1,1,3,3,4,0,12,2,2,0,6,5,5,1967,1967,1,0,6,6,2,0.0,2,2,1,2,3,3,0,769.0,6,0.0,95.0,864.0,1,2,1,4,900,0,0,900,1.0,0.0,1,0,3,1,1.0,6,6,1,1,1,1967.0,2,1.0,288.0,3,3,2,175,144,0,0,0,0,0,3,1,0,12,2006,8,4
1394,15,4,60.0,10800,1,2,3,3,4,0,17,2,2,1,0,6,7,1905,2000,1,0,13,14,2,0.0,2,2,0,1,3,1,6,0.0,6,0.0,482.0,482.0,1,4,0,4,1221,691,0,1912,0.0,0.0,2,0,3,2,1.0,7,6,1,3,5,2003.0,3,2.0,672.0,4,3,2,0,25,212,0,0,0,0,4,1,0,4,2008,8,4
1395,11,3,53.0,4045,1,1,3,3,4,0,0,2,2,4,2,7,5,2006,2006,3,0,12,13,1,45.0,3,2,2,3,3,3,2,1070.0,6,0.0,286.0,1356.0,1,4,1,4,1500,0,0,1500,1.0,0.0,2,0,2,1,2.0,6,6,1,4,1,2006.0,0,3.0,648.0,3,3,2,161,20,0,0,0,0,0,4,1,0,10,2006,6,5
1396,5,3,88.0,12665,1,1,0,3,4,0,23,2,2,0,5,8,5,2005,2006,3,0,12,13,1,245.0,3,2,2,3,4,4,6,0.0,6,0.0,1094.0,1094.0,1,4,1,4,1133,1349,0,2482,0.0,0.0,2,1,4,1,2.0,9,6,1,4,3,2005.0,0,3.0,642.0,3,3,2,144,39,0,0,0,0,0,4,1,0,2,2007,8,4
1397,0,3,,57200,1,1,0,0,4,2,23,2,2,0,2,5,5,1948,1950,1,0,13,14,2,0.0,2,2,1,2,3,3,1,353.0,5,334.0,60.0,747.0,1,2,1,4,1687,0,0,1687,1.0,0.0,1,0,3,1,1.0,7,2,2,3,5,1966.0,3,2.0,572.0,3,3,0,0,0,50,0,0,0,0,4,1,0,6,2010,8,4
1398,6,4,51.0,6120,1,1,3,3,4,0,3,2,2,0,5,5,8,1920,2004,1,0,8,8,2,0.0,2,2,0,2,3,2,6,0.0,6,0.0,939.0,939.0,1,4,1,4,939,574,0,1513,0.0,0.0,1,1,4,1,1.0,8,6,0,0,5,1933.0,3,1.0,180.0,2,2,0,24,0,150,0,0,0,0,4,1,0,5,2007,8,4
1399,4,3,60.0,7200,1,1,3,3,4,0,12,2,2,0,0,5,4,1950,1982,1,0,12,14,2,0.0,2,2,1,2,3,1,5,180.0,1,352.0,676.0,1208.0,1,3,1,0,1136,768,0,1904,1.0,0.0,1,1,3,1,1.0,7,2,0,0,1,1950.0,3,1.0,240.0,3,3,2,0,0,168,0,0,0,0,0,1,0,5,2009,8,4
1400,4,3,51.0,6171,1,1,3,3,4,0,18,2,2,0,0,6,6,1925,1990,1,0,14,15,2,0.0,2,2,0,2,3,1,1,264.0,6,0.0,712.0,976.0,1,4,1,4,1160,448,0,1608,0.0,0.0,2,1,3,1,2.0,7,6,1,4,5,1925.0,3,1.0,216.0,2,3,2,147,16,0,0,0,0,0,2,1,0,10,2009,8,4
1401,4,4,50.0,6000,1,1,3,3,0,0,3,2,2,0,0,6,7,1929,1950,1,0,14,15,2,0.0,2,2,0,2,3,1,6,0.0,6,0.0,862.0,862.0,1,2,1,4,950,208,0,1158,0.0,0.0,1,0,3,1,1.0,5,6,1,4,3,1929.0,2,1.0,208.0,3,3,2,0,0,112,0,0,0,0,4,1,0,7,2008,8,4
1402,5,3,62.0,7415,1,1,0,3,4,0,8,2,2,0,5,6,5,2004,2004,1,0,12,13,2,0.0,2,2,2,2,3,1,2,759.0,6,0.0,80.0,839.0,1,4,1,4,864,729,0,1593,1.0,0.0,2,1,3,1,1.0,8,6,1,3,1,2004.0,0,2.0,398.0,3,3,2,100,75,0,0,0,0,0,4,1,0,4,2008,8,4
1403,0,3,64.0,6762,1,1,3,3,4,0,5,2,2,0,2,7,5,2006,2006,1,0,12,13,2,0.0,3,2,2,3,4,3,6,0.0,6,0.0,1286.0,1286.0,1,4,1,4,1294,0,0,1294,0.0,0.0,2,0,2,1,2.0,6,6,1,4,1,2006.0,2,2.0,662.0,3,3,2,168,55,0,0,0,0,0,4,1,0,7,2006,6,5
1404,0,3,49.0,15256,1,1,0,3,1,0,21,6,2,0,2,8,5,2007,2007,1,0,12,13,3,84.0,3,2,2,3,3,4,2,929.0,6,0.0,556.0,1485.0,1,4,1,4,1464,0,0,1464,1.0,0.0,2,0,3,1,2.0,6,6,0,0,1,2007.0,3,3.0,754.0,3,3,2,168,160,0,0,0,0,0,4,1,0,8,2007,8,4
1405,4,3,60.0,10410,1,0,3,3,0,0,17,0,2,0,0,3,4,1915,1950,1,0,13,14,2,0.0,2,2,2,2,3,1,6,0.0,6,0.0,672.0,672.0,1,2,1,4,694,520,0,1214,0.0,0.0,1,0,3,1,1.0,6,6,0,0,5,1998.0,3,3.0,936.0,3,3,2,216,0,160,0,0,0,0,2,1,0,1,2006,8,3
1406,11,4,44.0,3842,1,1,0,1,4,1,6,2,2,4,2,8,5,2004,2005,3,0,5,5,3,174.0,3,2,2,4,3,4,2,1373.0,6,0.0,221.0,1594.0,1,4,1,4,1646,0,0,1646,1.0,1.0,2,0,2,1,2.0,5,6,1,4,1,2004.0,0,2.0,482.0,3,3,2,128,53,0,0,155,0,0,4,1,0,1,2008,8,4
1407,9,3,70.0,8445,1,1,3,3,0,0,5,2,2,0,6,5,7,1972,2007,1,0,6,15,2,0.0,2,2,1,3,3,3,2,656.0,6,0.0,112.0,768.0,1,2,1,4,768,0,0,768,1.0,0.0,1,0,2,1,1.0,5,6,0,0,5,1988.0,3,2.0,396.0,3,3,2,58,0,0,0,0,0,0,2,1,0,3,2009,8,4
1408,0,3,,8780,1,1,0,3,0,0,11,2,2,0,2,5,5,1985,1985,1,0,6,10,2,0.0,2,2,1,2,3,1,0,625.0,6,0.0,208.0,833.0,1,4,1,4,833,0,0,833,1.0,0.0,1,0,3,1,1.0,5,6,0,0,6,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,0,0,2,1,0,3,2009,8,4
1409,6,4,60.0,7740,1,1,3,3,4,0,17,2,2,0,5,4,7,1910,1950,1,0,12,13,2,0.0,2,2,1,1,3,1,6,0.0,6,0.0,622.0,622.0,1,3,1,4,741,622,0,1363,0.0,0.0,1,0,3,1,1.0,6,6,0,0,5,1966.0,3,2.0,528.0,3,3,2,0,0,0,0,168,0,0,4,1,0,6,2010,8,4
1410,5,3,46.0,20544,1,1,0,3,1,0,14,2,2,0,5,7,6,1986,1991,1,0,9,10,1,123.0,2,3,1,3,3,1,6,0.0,6,0.0,791.0,791.0,1,3,1,4,1236,857,0,2093,0.0,0.0,2,1,3,1,1.0,7,6,1,3,1,1986.0,0,2.0,542.0,3,3,2,364,63,0,0,0,0,0,2,1,0,11,2008,8,4
1411,5,3,79.0,12420,1,1,3,3,4,0,5,2,2,0,5,7,5,2001,2001,1,0,12,13,2,0.0,3,2,2,3,3,1,2,666.0,6,0.0,278.0,944.0,1,4,1,4,944,896,0,1840,1.0,0.0,2,1,3,1,2.0,6,6,0,0,1,2001.0,2,2.0,622.0,3,3,2,0,45,0,0,0,0,0,4,1,0,6,2009,8,4
1412,4,3,80.0,9600,1,1,3,3,4,0,12,2,2,0,0,6,8,1950,2005,1,0,12,13,2,0.0,2,3,1,2,3,1,1,120.0,6,0.0,736.0,856.0,1,4,1,4,1112,556,0,1668,0.0,0.0,1,1,3,1,1.0,6,3,0,0,1,1950.0,3,1.0,271.0,3,3,2,0,0,0,0,0,0,0,2,1,0,9,2009,8,4
1413,10,3,60.0,7200,1,1,3,3,4,0,12,2,2,2,2,4,5,1949,1950,1,0,3,11,2,0.0,2,2,3,0,0,0,4,0.0,4,0.0,0.0,0.0,5,1,0,1,1040,0,0,1040,0.0,0.0,2,0,2,2,1.0,6,6,0,0,5,1956.0,3,2.0,420.0,3,3,2,0,0,0,0,0,0,0,4,1,0,6,2009,8,4
1414,0,3,88.0,10994,1,1,0,3,0,0,20,2,2,0,2,8,5,2005,2006,1,0,12,13,3,366.0,3,2,2,3,4,1,2,976.0,6,0.0,868.0,1844.0,1,4,1,4,1844,0,0,1844,1.0,0.0,2,0,2,1,2.0,7,6,1,4,1,2005.0,0,2.0,620.0,3,3,2,165,44,0,0,0,0,0,4,1,0,9,2009,0,0
1415,4,3,64.0,13053,1,2,3,0,4,0,3,2,2,0,0,6,7,1923,2000,2,0,13,14,2,0.0,2,2,0,2,3,1,6,0.0,6,0.0,833.0,833.0,1,3,1,4,1053,795,0,1848,0.0,0.0,1,1,4,1,2.0,8,6,1,4,5,1922.0,3,2.0,370.0,3,3,0,0,0,0,0,220,0,0,4,1,0,6,2008,8,4
1416,11,3,51.0,3635,1,1,3,3,4,0,0,2,2,4,2,7,5,2007,2007,3,0,12,13,1,130.0,3,2,2,3,3,1,0,988.0,6,0.0,398.0,1386.0,1,4,1,4,1569,0,0,1569,0.0,1.0,2,0,1,1,2.0,7,6,1,3,1,2007.0,2,3.0,660.0,3,3,2,143,20,0,0,0,0,0,4,1,0,5,2009,8,4
1417,15,4,60.0,11340,1,1,3,3,4,0,17,2,2,1,5,4,6,1885,1950,1,0,12,0,2,0.0,2,2,2,2,3,1,6,0.0,6,0.0,777.0,777.0,1,3,1,4,1246,1044,0,2290,0.0,0.0,2,0,4,2,1.0,11,6,0,0,5,1971.0,3,2.0,560.0,3,3,0,0,0,114,0,0,0,0,4,1,0,4,2010,8,4
1418,5,3,,16545,1,1,0,3,4,0,15,2,2,0,5,8,5,1998,1998,1,0,12,13,1,731.0,3,2,2,3,3,2,2,781.0,6,0.0,503.0,1284.0,1,4,1,4,1310,1140,0,2450,1.0,0.0,2,1,3,1,2.0,7,6,1,3,1,1998.0,0,3.0,1069.0,3,3,2,0,126,0,0,0,0,0,4,1,0,5,2009,8,4
1419,0,3,71.0,9204,1,1,3,3,4,0,12,2,2,0,2,5,5,1963,1963,1,0,6,6,2,0.0,2,2,1,2,3,1,1,25.0,5,872.0,247.0,1144.0,1,2,1,4,1144,0,0,1144,1.0,0.0,1,1,3,1,1.0,6,6,0,0,5,1962.0,3,1.0,336.0,3,3,2,0,88,0,0,0,0,0,4,1,0,8,2008,0,4
1420,0,3,,16381,1,1,0,3,4,0,6,2,2,0,2,6,5,1969,1969,1,0,9,10,1,312.0,3,3,1,2,3,3,5,1110.0,6,0.0,734.0,1844.0,1,3,1,4,1844,0,0,1844,1.0,0.0,2,0,3,1,2.0,7,6,1,3,1,1969.0,2,2.0,540.0,3,3,2,0,73,216,0,0,0,0,4,1,0,12,2006,8,4
1421,5,3,90.0,11700,1,1,3,3,0,0,14,2,2,0,5,6,6,1968,1968,1,0,6,6,1,420.0,2,2,1,2,3,1,0,404.0,6,0.0,304.0,708.0,1,3,1,4,708,708,0,1416,0.0,0.0,2,1,3,1,1.0,7,6,1,3,1,1968.0,2,2.0,776.0,3,3,2,0,169,0,0,119,0,0,4,1,0,5,2006,8,4
1422,11,3,53.0,4043,1,1,3,3,4,0,13,2,2,4,2,6,5,1977,1977,1,0,9,10,2,0.0,2,2,1,3,3,1,0,360.0,6,0.0,709.0,1069.0,1,2,1,4,1069,0,0,1069,0.0,0.0,2,0,2,1,1.0,4,6,1,2,1,1977.0,2,2.0,440.0,3,3,2,0,55,0,0,165,0,0,4,1,0,7,2010,8,4
1423,11,4,37.0,4435,1,1,3,3,4,0,5,2,2,4,2,6,5,2003,2003,1,0,12,13,1,170.0,3,2,2,3,3,3,2,686.0,6,0.0,162.0,848.0,1,4,1,4,848,0,0,848,1.0,0.0,1,0,1,1,2.0,3,6,0,0,1,2003.0,0,2.0,420.0,3,3,2,140,0,0,0,0,0,0,4,1,0,3,2008,8,4
1424,8,3,,19690,1,1,0,3,1,0,7,2,2,0,7,6,7,1966,1966,0,4,9,10,2,0.0,3,3,1,3,3,3,6,0.0,6,0.0,697.0,697.0,1,2,1,4,1575,626,0,2201,0.0,0.0,2,0,4,1,2.0,8,6,1,4,1,1966.0,3,2.0,432.0,4,4,2,586,236,0,0,0,738,2,0,1,0,8,2006,8,2
1425,0,3,,9503,1,1,3,3,4,0,12,2,2,0,2,5,5,1958,1983,3,0,6,6,2,0.0,2,2,1,2,3,1,0,457.0,5,374.0,193.0,1024.0,1,2,1,4,1344,0,0,1344,1.0,0.0,1,0,2,1,1.0,6,2,1,3,5,1970.0,3,1.0,484.0,3,3,2,316,28,0,0,0,0,0,1,1,0,6,2007,8,4
1426,0,3,80.0,10721,1,1,0,3,4,0,12,2,2,0,2,6,6,1959,1959,3,0,6,6,3,243.0,3,2,1,2,3,1,6,0.0,6,0.0,1252.0,1252.0,1,4,1,4,1252,0,0,1252,0.0,0.0,1,0,3,1,2.0,7,6,0,0,5,1960.0,3,2.0,528.0,3,3,2,0,39,0,0,0,0,0,4,1,0,10,2008,8,4
1427,5,3,81.0,10944,1,1,0,3,4,0,15,2,2,0,5,7,5,1994,1994,1,0,12,13,1,448.0,3,2,2,3,3,1,2,1000.0,6,0.0,223.0,1223.0,1,4,1,4,1223,904,0,2127,1.0,0.0,2,1,3,1,2.0,5,6,2,3,1,1994.0,2,2.0,525.0,3,3,2,171,132,0,0,0,0,0,4,1,0,8,2008,8,4
1428,4,3,60.0,10930,1,0,3,0,4,0,12,0,2,0,0,5,6,1945,1950,1,0,8,8,2,0.0,2,2,1,2,3,1,1,580.0,6,0.0,333.0,913.0,1,2,1,0,1048,510,0,1558,1.0,0.0,1,1,3,1,1.0,6,6,1,3,1,1962.0,3,1.0,288.0,3,3,2,0,0,0,0,0,0,0,4,1,0,4,2008,8,4
1429,1,4,60.0,7200,1,1,3,3,0,0,17,2,2,0,2,5,7,1940,1992,1,0,8,8,3,294.0,2,3,1,2,3,1,1,510.0,6,0.0,278.0,788.0,1,2,1,4,804,0,0,804,1.0,0.0,1,0,2,1,2.0,4,6,2,4,1,1940.0,3,1.0,240.0,3,3,2,0,0,154,0,0,0,0,2,1,0,2,2010,8,0
1430,0,3,,12546,1,1,0,3,0,0,14,2,2,0,2,6,7,1981,1981,1,0,8,8,1,310.0,3,3,1,3,3,1,1,678.0,6,0.0,762.0,1440.0,1,4,1,4,1440,0,0,1440,0.0,0.0,2,0,3,1,2.0,7,6,1,3,1,1981.0,0,2.0,467.0,3,3,2,0,0,99,0,0,0,0,4,1,0,4,2007,8,4
1431,5,3,60.0,21930,1,1,2,3,4,0,8,6,2,0,5,5,5,2005,2005,1,0,12,13,2,0.0,3,2,2,3,4,3,6,0.0,6,0.0,732.0,732.0,1,4,1,4,734,1104,0,1838,0.0,0.0,2,1,4,1,1.0,7,6,1,4,3,2005.0,0,2.0,372.0,3,3,2,100,40,0,0,0,0,0,4,1,0,7,2006,8,4
1432,11,3,,4928,1,1,0,3,4,0,13,2,2,4,2,6,6,1976,1976,1,0,9,10,2,0.0,2,2,1,3,3,1,3,958.0,6,0.0,0.0,958.0,1,2,1,4,958,0,0,958,0.0,0.0,2,0,2,1,1.0,5,6,0,0,1,1976.0,2,2.0,440.0,3,3,2,0,60,0,0,0,0,0,4,1,0,10,2009,8,4
1433,1,3,60.0,10800,1,0,3,3,4,0,17,2,2,0,2,4,6,1927,2007,1,0,13,14,2,0.0,2,2,0,2,3,1,6,0.0,6,0.0,656.0,656.0,1,2,1,4,968,0,0,968,0.0,0.0,2,0,4,1,1.0,5,6,0,0,5,1928.0,3,1.0,216.0,2,2,2,0,0,0,0,0,0,0,4,1,0,8,2007,8,4
1434,5,3,93.0,10261,1,1,0,3,4,0,8,2,2,0,5,6,5,2000,2000,1,0,12,13,1,318.0,2,2,2,3,3,1,6,0.0,6,0.0,936.0,936.0,1,4,1,4,962,830,0,1792,1.0,0.0,2,1,3,1,1.0,8,6,1,3,1,2000.0,0,2.0,451.0,3,3,2,0,0,0,0,0,0,0,4,1,0,5,2008,8,4
1435,0,3,80.0,17400,1,1,3,2,4,1,11,2,2,0,2,5,5,1977,1977,1,0,3,3,2,0.0,2,2,1,2,3,1,0,936.0,6,0.0,190.0,1126.0,1,1,1,4,1126,0,0,1126,1.0,0.0,2,0,3,1,1.0,5,6,1,4,1,1977.0,2,2.0,484.0,3,3,1,295,41,0,0,0,0,0,4,1,0,5,2006,8,4
1436,0,3,80.0,8400,1,1,3,3,4,0,12,2,2,0,2,6,9,1962,2005,1,0,13,14,1,237.0,3,3,1,2,3,1,6,0.0,6,0.0,1319.0,1319.0,1,2,1,4,1537,0,0,1537,1.0,0.0,1,1,3,1,2.0,7,6,1,4,1,1962.0,2,2.0,462.0,3,3,2,0,36,0,0,0,0,0,0,1,0,7,2008,0,0
1437,0,3,60.0,9000,1,1,3,3,2,0,12,2,2,0,2,4,6,1971,1971,1,0,6,6,2,0.0,2,2,2,2,3,1,0,616.0,6,0.0,248.0,864.0,1,2,1,4,864,0,0,864,0.0,0.0,1,0,3,1,1.0,5,6,0,0,5,1974.0,3,2.0,528.0,3,3,2,0,0,0,0,0,0,0,1,1,0,5,2007,8,4
1438,0,3,96.0,12444,1,1,3,3,2,0,16,2,2,0,2,8,5,2008,2008,3,0,12,13,3,426.0,4,2,2,4,3,3,2,1336.0,6,0.0,596.0,1932.0,1,4,1,4,1932,0,0,1932,1.0,0.0,2,0,2,1,3.0,7,6,1,4,1,2008.0,0,3.0,774.0,3,3,2,0,66,0,304,0,0,0,4,1,0,11,2008,6,5
1439,0,4,90.0,7407,1,1,3,3,4,0,17,0,2,0,2,6,7,1957,1996,1,0,8,8,2,0.0,2,2,1,2,3,1,2,600.0,6,0.0,312.0,912.0,1,2,1,0,1236,0,0,1236,1.0,0.0,1,0,2,1,1.0,6,6,0,0,1,1957.0,3,2.0,923.0,3,3,2,0,158,158,0,0,0,0,2,1,0,4,2010,8,4
1440,5,3,80.0,11584,1,1,3,3,4,0,14,2,2,0,7,7,6,1979,1979,3,0,6,6,1,96.0,2,2,1,2,3,1,2,315.0,5,110.0,114.0,539.0,1,2,1,4,1040,685,0,1725,0.0,0.0,2,1,3,1,1.0,6,6,1,3,1,1979.0,2,2.0,550.0,3,3,2,0,88,216,0,0,0,0,4,1,0,11,2007,8,4
1441,6,3,79.0,11526,1,1,0,0,4,1,6,2,2,0,3,6,7,1922,1994,1,0,8,8,2,0.0,2,2,0,4,3,1,6,0.0,6,0.0,588.0,588.0,1,1,1,4,1423,748,384,2555,0.0,0.0,2,0,3,1,1.0,11,2,1,4,5,1993.0,0,2.0,672.0,3,3,2,431,0,0,0,0,0,0,4,1,0,9,2008,8,4
1442,11,4,,4426,1,1,3,3,4,0,5,2,2,4,2,6,5,2004,2004,1,0,12,13,1,147.0,3,2,2,3,3,3,2,697.0,6,0.0,151.0,848.0,1,4,1,4,848,0,0,848,1.0,0.0,1,0,1,1,2.0,3,6,1,3,1,2004.0,2,2.0,420.0,3,3,2,149,0,0,0,0,0,0,4,1,0,5,2008,8,4
1443,5,1,85.0,11003,1,1,3,3,4,0,21,2,2,0,5,10,5,2008,2008,1,0,12,13,3,160.0,4,2,2,4,3,3,2,765.0,6,0.0,252.0,1017.0,1,4,1,4,1026,981,0,2007,1.0,0.0,2,1,3,1,3.0,10,6,1,5,1,2008.0,0,3.0,812.0,3,3,2,168,52,0,0,0,0,0,4,1,0,4,2009,8,4
1444,1,3,,8854,1,1,3,3,4,0,3,2,2,0,1,6,6,1916,1950,1,0,13,14,2,0.0,2,2,0,2,3,1,6,0.0,6,0.0,952.0,952.0,3,1,0,1,952,0,0,952,0.0,0.0,1,0,2,1,0.0,4,6,1,4,5,1916.0,3,1.0,192.0,2,1,1,0,98,0,0,40,0,0,4,1,0,5,2009,8,4
1445,0,3,63.0,8500,1,1,3,3,2,0,5,2,2,0,2,7,5,2004,2004,1,0,12,13,1,106.0,3,2,2,3,3,3,6,0.0,6,0.0,1422.0,1422.0,1,4,1,4,1422,0,0,1422,0.0,0.0,2,0,3,1,2.0,7,6,0,0,1,2004.0,2,2.0,626.0,3,3,2,192,60,0,0,0,0,0,4,1,0,11,2007,8,4
1446,9,3,70.0,8400,1,1,3,3,4,0,19,2,2,0,6,6,5,1966,1966,1,0,12,13,2,0.0,2,2,1,2,3,4,3,187.0,5,627.0,0.0,814.0,1,3,1,4,913,0,0,913,1.0,0.0,1,0,3,1,1.0,6,6,0,0,5,1990.0,3,1.0,240.0,3,3,2,0,0,252,0,0,0,0,4,1,0,5,2007,8,4
1447,0,3,,26142,1,1,0,3,1,0,11,2,2,0,2,5,7,1962,1962,1,0,6,6,1,189.0,2,2,1,2,3,1,5,593.0,6,0.0,595.0,1188.0,1,2,1,4,1188,0,0,1188,0.0,0.0,1,0,3,1,1.0,6,6,0,0,1,1962.0,3,1.0,312.0,3,3,1,261,39,0,0,0,0,0,4,1,0,4,2010,8,4
